Activitati ale industriei CAEN Rev.2 - total  sectiuni si diviziuni  mari grupe industriale, Luni, UM: Procente, Valoare
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna decembrie 2013, Procente, 49.6
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna ianuarie 2014, Procente, 67.7
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna februarie 2014, Procente, 72
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna martie 2014, Procente, 76.7
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna aprilie 2014, Procente, 71.3
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna mai 2014, Procente, 71.5
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna iunie 2014, Procente, 71.7
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna iulie 2014, Procente, 70.4
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna august 2014, Procente, 39.4
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna septembrie 2014, Procente, 76.8
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna octombrie 2014, Procente, 79.5
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna noiembrie 2014, Procente, 74.1
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna decembrie 2014, Procente, 54.5
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna ianuarie 2015, Procente, 72.6
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna februarie 2015, Procente, 75
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna martie 2015, Procente, 83.6
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna aprilie 2015, Procente, 76
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna mai 2015, Procente, 74
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna iunie 2015, Procente, 81.1
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna iulie 2015, Procente, 80.5
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna august 2015, Procente, 51.8
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna septembrie 2015, Procente, 84.5
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna octombrie 2015, Procente, 88.2
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna noiembrie 2015, Procente, 80.1
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna decembrie 2015, Procente, 63.1
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna ianuarie 2016, Procente, 76.5
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna februarie 2016, Procente, 82.4
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna martie 2016, Procente, 94.5
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna aprilie 2016, Procente, 88.1
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna mai 2016, Procente, 85
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna iunie 2016, Procente, 89.2
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna iulie 2016, Procente, 81.1
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna august 2016, Procente, 65.4
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna septembrie 2016, Procente, 96.9
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna octombrie 2016, Procente, 92.6
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna noiembrie 2016, Procente, 94.9
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna decembrie 2016, Procente, 69
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna ianuarie 2017, Procente, 92.5
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna februarie 2017, Procente, 98.4
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna martie 2017, Procente, 114.6
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna aprilie 2017, Procente, 94
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna mai 2017, Procente, 107.7
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna iunie 2017, Procente, 102.5
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna iulie 2017, Procente, 92.9
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna august 2017, Procente, 79
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna septembrie 2017, Procente, 104.3
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna octombrie 2017, Procente, 107.6
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna noiembrie 2017, Procente, 107.9
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna decembrie 2017, Procente, 86.7
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna ianuarie 2018, Procente, 106.3
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna februarie 2018, Procente, 108.7
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna martie 2018, Procente, 119.3
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna aprilie 2018, Procente, 112.2
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna mai 2018, Procente, 120.5
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna iunie 2018, Procente, 121.8
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna iulie 2018, Procente, 114.8
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna august 2018, Procente, 89.4
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna septembrie 2018, Procente, 116.5
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna octombrie 2018, Procente, 125.6
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna noiembrie 2018, Procente, 123.7
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna decembrie 2018, Procente, 89.7
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna ianuarie 2019, Procente, 115.4
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna februarie 2019, Procente, 119.8
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna martie 2019, Procente, 127.4
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna aprilie 2019, Procente, 112.6
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna mai 2019, Procente, 126
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna iunie 2019, Procente, 109.6
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna iulie 2019, Procente, 111.6
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna august 2019, Procente, 86
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna septembrie 2019, Procente, 115.8
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna octombrie 2019, Procente, 125
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna noiembrie 2019, Procente, 118.7
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna decembrie 2019, Procente, 89.1
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna ianuarie 2020, Procente, 110.4
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna februarie 2020, Procente, 118.5
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna martie 2020, Procente, 92.9
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna aprilie 2020, Procente, 20.4
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna mai 2020, Procente, 53.3
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna iunie 2020, Procente, 83.1
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna iulie 2020, Procente, 96.3
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna august 2020, Procente, 81.5
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna septembrie 2020, Procente, 126.5
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna octombrie 2020, Procente, 131.5
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna noiembrie 2020, Procente, 124.1
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna decembrie 2020, Procente, 95.4
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna ianuarie 2021, Procente, 108.2
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna februarie 2021, Procente, 112.7
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna martie 2021, Procente, 124.6
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna aprilie 2021, Procente, 111.9
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna mai 2021, Procente, 98.6
Fabricarea autovehiculelor de transport rutier  a remorcilor  si semiremorcilor, Luna iunie 2021, Procente, 104.5
